,Player,shirt_number,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks
1730,Boubakary Soumaré ,42,FRA,CM,23-189,71,0,0,0,0,0,0,0,0,37,1,2,0
1731,   Kiernan Dewsbury-Hall ,22,ENG,CM,23-363,19,0,0,0,0,0,0,0,0,15,0,0,0
1732,James Maddison ,10,ENG,"CM,RM",25-285,90,0,0,0,0,0,0,0,0,54,3,1,1
1733,Luke Thomas ,33,ENG,"CB,LB",21-086,90,0,0,0,0,0,0,1,0,62,1,1,0
1734,Jonny Evans ,6,NIR,CB,34-244,90,0,0,0,0,0,0,0,0,74,1,3,1
1735,Wilfred Ndidi ,25,NGA,"CB,CM",25-262,90,0,0,0,0,0,0,0,0,87,2,1,3
1736,James Justin ,2,ENG,RB,24-193,90,0,0,0,0,0,0,0,0,59,1,0,1
1737,Danny Ward ,1,WAL,GK,29-074,90,0,0,0,0,0,0,0,0,49,0,0,0
1738,Marcus Rashford ,10,ENG,"FW,LW,RW",24-308,79,2,1,0,0,2,2,0,0,23,0,0,0
1739,   Casemiro ,18,BRA,DM,30-193,11,0,0,0,0,0,0,0,0,10,2,2,1
1740,Jadon Sancho ,25,ENG,LW,22-163,66,0,0,0,0,1,1,0,0,24,0,0,2
1741,   Fred ,17,BRA,AM,29-183,24,0,0,0,0,0,0,0,0,16,1,1,0
1742,Antony ,21,BRA,RW,22-192,57,1,0,0,0,3,2,0,0,27,2,1,1
1743,   Cristiano Ronaldo ,7,POR,FW,37-211,33,0,0,0,0,2,0,0,0,15,0,0,0
1744,Bruno Fernandes ,8,POR,"AM,RW",27-361,90,0,1,0,0,1,1,0,0,37,1,1,1
1745,Christian Eriksen ,14,DEN,"DM,LW",30-202,90,0,1,0,0,1,0,1,0,53,0,0,2
1746,Scott McTominay ,39,SCO,DM,25-270,90,0,0,0,0,0,0,1,0,39,2,0,2
1747,Tyrell Malacia ,12,NED,LB,23-018,90,0,0,0,0,0,0,0,0,47,1,2,0
1748,Lisandro Martínez ,6,ARG,CB,24-229,79,0,0,0,0,0,0,0,0,43,2,0,1
1749,   Harry Maguire ,5,ENG,CB,29-183,11,0,0,0,0,0,0,1,0,4,0,0,0
1750,Raphaël Varane ,19,FRA,CB,29-132,90,0,0,0,0,0,0,0,0,30,5,0,1
1751,Diogo Dalot ,20,POR,RB,23-170,90,0,0,0,0,0,0,0,0,55,1,0,3
1752,David de Gea ,1,ESP,GK,31-301,90,0,0,0,0,0,0,0,0,29,0,0,0
1753,Gabriel Jesus ,9,BRA,FW,25-154,90,0,0,0,0,2,0,1,0,54,2,0,0
1754,Martinelli ,11,BRA,"LW,LB",21-078,90,0,0,0,0,1,1,0,0,52,0,0,1
1755,Bukayo Saka ,7,ENG,"RW,RM",20-364,90,1,0,0,0,4,1,1,0,46,2,0,0
1756,Granit Xhaka ,34,SUI,"LM,DM",29-342,90,0,0,0,0,3,0,0,0,51,2,2,2
1757,Albert Sambi Lokonga ,23,BEL,CM,22-317,73,0,0,0,0,0,0,0,0,46,0,2,1
1758,   Fabio Vieira ,21,POR,"CM,AM",22-097,17,0,0,0,0,2,1,0,0,19,0,1,1
1759,Martin Ødegaard ,8,NOR,RM,23-261,73,0,0,0,0,1,0,0,0,43,0,0,0
1760,   Emile Smith Rowe ,10,ENG,"CM,DM",22-038,17,0,0,0,0,1,0,0,0,7,0,0,0
1761,Oleksandr Zinchenko ,35,UKR,LB,25-263,73,0,0,0,0,0,0,0,0,50,0,0,0
1762,   Eddie Nketiah ,14,ENG,"FW,LM,LW",23-097,17,0,0,0,0,0,0,0,0,4,1,0,0
1763,Gabriel Dos Santos ,6,BRA,CB,24-259,90,0,0,0,0,1,0,0,0,51,1,0,2
1764,William Saliba ,12,FRA,CB,21-164,90,0,0,0,0,1,0,1,0,66,2,0,0
1765,Ben White ,4,ENG,RB,24-331,79,0,0,0,0,0,0,0,0,51,3,0,0
1766,   Takehiro Tomiyasu ,18,JPN,CB,23-303,11,0,0,0,0,0,0,0,0,17,1,1,0
1767,Aaron Ramsdale ,1,ENG,GK,24-113,90,0,0,0,0,0,0,0,0,44,0,0,0
1768,Ollie Watkins ,11,ENG,"FW,AM",26-260,90,0,0,0,0,1,1,0,0,34,3,1,0
1769,Philippe Coutinho ,23,BRA,AM,30-096,83,0,0,0,0,3,1,1,0,57,1,1,1
1770,   Danny Ings ,9,ENG,FW,30-055,7,0,0,0,0,1,0,0,0,5,0,0,0
1771,Leon Bailey ,31,JAM,AM,25-038,66,0,0,0,0,2,0,0,0,40,1,0,1
1772,   Emi Buendía ,10,ARG,AM,25-265,24,0,0,0,0,0,0,0,0,24,1,0,1
1773,John McGinn ,7,SCO,LM,27-333,90,0,0,0,0,0,0,0,0,54,5,2,3
1774,Boubacar Kamara ,44,FRA,CM,22-297,43,0,0,0,0,0,0,0,0,27,4,0,2
1775,   Douglas Luiz ,6,BRA,CM,24-130,47,0,0,0,0,0,0,0,0,42,3,0,2
1776,Jacob Ramsey ,41,ENG,RM,21-111,66,1,0,0,0,2,1,1,0,42,5,1,4
1777,   Leander Dendoncker ,32,BEL,RM,27-154,24,0,0,0,0,0,0,0,0,4,0,1,1
1778,Lucas Digne ,27,FRA,LB,29-058,90,0,0,0,0,0,0,0,0,83,7,0,0
1779,Tyrone Mings ,5,ENG,CB,29-187,90,0,0,0,0,0,0,0,0,53,2,0,0
1780,Ezri Konsa ,4,ENG,CB,24-328,90,0,0,0,0,0,0,0,0,42,0,0,0
1781,Ashley Young ,18,ENG,RB,37-069,90,0,0,0,0,2,0,1,0,70,3,0,0
1782,Emiliano Martínez ,1,ARG,GK,30-014,90,0,0,0,0,0,0,0,0,30,0,0,0
1783,Che Adams ,10,SCO,FW,26-065,70,0,0,0,0,1,0,0,0,21,0,0,0
1784,   Sekou Mara ,18,FRA,FW,20-048,20,0,0,0,0,1,1,0,0,6,1,0,0
1785,Adam Armstrong ,9,ENG,LW,25-218,70,0,0,0,0,0,0,0,0,33,3,0,4
1786,   Stuart Armstrong ,17,SCO,LW,30-170,20,0,0,0,0,1,0,0,0,17,2,0,0
1787,Moussa Djenepo ,19,MLI,RW,24-093,90,0,0,0,0,0,0,0,0,32,3,1,0
1788,Mohamed Elyounoussi ,24,NOR,AM,28-043,78,0,0,0,0,2,0,0,0,33,0,0,2
1789,   Samuel Edozie ,23,ENG,RW,19-231,12,0,0,0,0,0,0,0,0,4,0,1,0
1790,Ibrahima Diallo ,27,FRA,DM,23-192,45,0,0,0,0,0,0,0,0,27,0,0,0
1791,   Joe Aribo ,7,NGA,DM,26-057,45,0,0,0,0,0,0,0,0,30,1,0,0
1792,James Ward-Prowse ,8,ENG,DM,27-319,90,0,0,0,0,2,0,1,0,76,3,2,0
1793,Romain Perraud ,15,FRA,LB,24-359,45,0,0,0,0,0,0,0,0,35,4,2,1
1794,   Juan Larios ,28,ESP,LB,18-247,45,0,0,0,0,0,0,0,0,29,1,1,1
1795,Mohammed Salisu ,22,GHA,CB,23-152,90,0,0,0,0,0,0,0,0,71,2,0,2
1796,Armel Bella Kotchap ,37,GER,CB,20-279,90,0,0,0,0,0,0,0,0,79,3,5,1
1797,Kyle Walker-Peters ,2,ENG,RB,25-156,90,0,0,0,0,0,0,0,0,55,5,0,0
1798,Gavin Bazunu ,31,IRL,GK,20-208,90,0,0,0,0,0,0,0,0,46,0,0,0
1799,Taiwo Awoniyi ,9,NGA,FW,25-035,69,1,0,0,0,2,1,0,0,20,0,0,2
1800,   Sam Surridge ,16,ENG,FW,24-050,21,0,0,0,0,0,0,0,0,13,1,0,0
1801,Brennan Johnson ,20,WAL,"FW,RM,RB",21-116,90,0,0,0,0,0,0,0,0,14,0,0,0
1802,Morgan Gibbs-White ,10,ENG,"AM,FW,RM",22-232,90,0,0,0,0,2,0,0,0,46,0,1,0
1803,Remo Freuler ,23,SUI,CM,30-154,69,0,0,0,0,0,0,0,0,38,2,1,0
1804,   Lewis O'Brien ,14,ENG,CM,23-337,21,1,0,0,0,1,1,0,0,20,2,1,0
1805,Ryan Yates ,22,ENG,CM,24-299,90,0,1,0,0,3,1,0,0,38,0,1,3
1806,Renan Lodi ,32,BRA,"WB,LB",24-161,90,0,0,0,0,1,0,0,0,64,1,1,0
1807,Neco Williams ,7,WAL,"WB,RB",21-156,87,0,0,0,0,2,0,0,0,42,1,1,0
1808,   Emmanuel Dennis ,25,NGA,"FW,RB",24-305,3,0,0,0,0,0,0,0,0,2,0,0,1
1809,Scott McKenna ,26,SCO,CB,25-308,90,0,0,0,0,0,0,0,0,68,0,1,0
1810,Steve Cook ,3,ENG,CB,31-150,62,0,0,0,0,0,0,1,0,28,1,1,2
1811,   Jesse Lingard ,11,ENG,"LM,CB",29-275,28,0,0,0,0,0,0,0,0,12,0,0,0
1812,Willy Boly ,30,CIV,CB,31-225,62,0,0,0,0,0,0,1,0,34,2,0,0
1813,   Joe Worrall ,4,ENG,CB,25-249,28,0,0,0,0,0,0,0,0,32,0,0,0
1814,Dean Henderson ,1,ENG,GK,25-188,90,0,0,0,0,0,0,0,0,51,0,0,0
1815,Aleksandar Mitrović ,9,SRB,FW,28-000,89,0,0,0,0,4,1,0,0,41,1,0,1
1816,   Carlos Vinícius ,30,BRA,FW,27-175,1,0,0,0,0,0,0,0,0,4,0,0,0
1817,Bobby Reid ,14,JAM,LW,29-226,89,0,1,0,0,1,0,0,0,29,1,1,1
1818,   Neeskens Kebano ,7,COD,LW,30-190,1,0,0,0,0,1,0,0,0,8,1,0,0
1819,Willian ,20,BRA,RW,34-038,69,0,1,0,0,0,0,0,0,46,1,1,1
1820,   Daniel James ,21,WAL,RW,24-310,21,0,0,0,0,1,0,0,0,11,0,0,0
1821,Andreas Pereira ,18,BRA,AM,26-258,82,0,0,0,0,2,1,1,0,48,1,0,0
1822,   Tom Cairney ,10,SCO,AM,31-239,8,0,0,0,0,0,0,0,0,13,0,0,0
1823,João Palhinha ,26,POR,DM,27-069,90,1,0,0,0,2,2,1,0,45,2,2,1
1824,Harrison Reed ,6,ENG,DM,27-232,90,1,0,0,0,1,1,0,0,61,1,0,1
1825,Tim Ream ,13,USA,LB,34-346,90,0,0,0,0,0,0,0,0,61,1,2,1
1826,Issa Diop ,31,FRA,CB,25-250,90,0,0,0,0,0,0,1,0,112,0,0,0
1827,Tosin Adarabioyo ,4,ENG,CB,24-357,90,1,0,0,0,2,1,0,0,92,0,0,0
1828,Kenny Tete ,2,NED,RB,26-342,90,0,1,0,0,1,1,1,0,94,3,0,2
1829,Bernd Leno ,17,GER,GK,30-196,90,0,0,0,0,0,0,0,0,35,0,0,0
1830,Daniel Podence ,10,POR,FW,26-331,69,0,0,0,0,1,0,0,0,24,0,0,0
1831,   Boubacar Traoré ,6,MLI,CM,21-028,21,0,0,0,0,0,0,0,0,12,2,1,1
1832,Gonçalo Guedes ,17,POR,"LW,LM",25-292,69,0,0,0,0,2,1,0,0,28,0,0,0
1833,   Hwang Hee-chan ,11,KOR,FW,26-234,21,0,0,0,0,0,0,0,0,6,0,0,0
1834,Pedro Neto ,7,POR,"RM,RW",22-192,85,0,0,0,0,1,0,0,0,39,2,0,0
1835,   Chem Campbell ,77,WAL,RM,19-261,5,0,0,0,0,0,0,0,0,5,1,0,1
1836,João Moutinho ,28,POR,"CM,LM",36-009,90,0,0,0,0,1,0,0,0,63,2,1,2
1837,Rúben Neves ,8,POR,"CB,CM",25-188,90,0,0,0,0,1,0,1,0,73,2,3,0
1838,Matheus Nunes ,27,POR,"RM,CM,LM",24-021,90,0,0,0,0,0,0,1,0,46,2,1,1
1839,Rayan Aït Nouri ,3,ALG,LB,21-103,80,0,0,0,0,0,0,0,0,31,2,0,0
1840,   Nélson Semedo ,22,POR,RB,28-305,10,0,0,0,0,0,0,0,0,12,1,0,0
1841,Max Kilman ,23,ENG,CB,25-117,90,0,0,0,0,0,0,0,0,59,1,0,1
1842,Nathan Collins ,4,IRL,CB,21-140,32,0,0,0,0,0,0,0,1,31,0,0,2
1843,Jonny Castro ,19,ESP,"RB,LB",28-198,90,0,0,0,0,0,0,0,0,63,4,1,0
1844,José Sá ,1,POR,GK,29-243,90,0,0,0,0,0,0,0,0,66,0,0,0
1845,Erling Haaland ,9,NOR,FW,22-058,90,1,0,0,0,2,2,0,0,22,0,0,0
1846,Jack Grealish ,10,ENG,"LW,LM",27-007,76,1,0,0,0,2,1,0,0,45,2,1,0
1847,   Cole Palmer ,80,ENG,LM,20-134,14,0,0,0,0,1,0,0,0,12,1,0,0
1848,Phil Foden ,47,ENG,RW,22-112,71,1,0,0,0,3,1,0,0,39,1,0,1
1849,   Riyad Mahrez ,26,ALG,RM,31-208,19,0,0,0,0,1,0,0,0,24,0,0,0
1850,Bernardo Silva ,20,POR,LM,28-038,70,0,1,0,0,0,0,0,0,63,1,1,0
1851,   Julián Álvarez ,19,ARG,FW,22-229,20,0,0,0,0,1,1,0,0,13,1,0,1
1852,Rodri ,16,ESP,CM,26-087,80,0,0,0,0,1,1,1,0,69,2,3,1
1853,   Sergio Gómez ,21,ESP,LB,22-013,10,0,0,0,0,0,0,0,0,16,0,1,1
1854,Kevin De Bruyne ,17,BEL,RM,31-081,71,0,2,0,0,2,0,0,0,50,1,1,0
1855,   İlkay Gündoğan ,8,GER,CM,31-328,19,0,0,0,0,0,0,0,0,16,0,1,1
1856,João Cancelo ,7,POR,"LB,RB",28-113,90,0,0,0,0,2,0,0,0,97,5,2,0
1857,Rúben Dias ,3,POR,CB,25-126,90,0,0,0,0,0,0,0,0,94,0,3,1
1858,Manuel Akanji ,25,SUI,CB,27-060,90,0,0,0,0,0,0,0,0,96,3,1,1
1859,John Stones ,5,ENG,"RB,CM",28-112,90,0,0,0,0,1,1,0,0,69,2,1,2
1860,Ederson ,31,BRA,GK,29-031,90,0,0,0,0,0,0,0,0,36,0,0,0
1861,Alexander Isak ,14,SWE,"FW,LW",22-361,90,1,0,1,1,2,2,0,0,26,1,0,1
1862,Ryan Fraser ,21,SCO,LW,28-205,70,0,0,0,0,4,1,0,0,36,1,0,0
1863,   Jacob Murphy ,23,ENG,"LW,RW",27-205,20,0,0,0,0,1,0,0,0,14,0,0,0
1864,Miguel Almirón ,24,PAR,RW,28-219,88,0,0,0,0,2,1,0,0,64,2,0,2
1865,   Chris Wood ,20,NZL,FW,30-284,2,0,0,0,0,0,0,0,0,1,1,0,0
1866,Joelinton ,7,BRA,LM,26-034,90,0,0,0,0,3,1,1,0,54,1,0,4
1867,Bruno Guimarães ,39,BRA,CM,24-305,71,0,0,0,0,0,0,0,0,75,5,1,0
1868,   Sean Longstaff ,36,ENG,CM,24-322,19,0,0,0,0,0,0,0,0,32,0,0,1
1869,Joe Willock ,28,ENG,RM,23-028,90,0,0,0,0,2,0,0,0,78,2,0,0
1870,Matt Targett ,13,ENG,LB,26-364,90,0,0,0,0,0,0,0,0,94,2,0,1
1871,Dan Burn ,33,ENG,CB,30-131,90,0,0,0,0,0,0,1,0,98,0,0,2
1872,Fabian Schär ,5,SUI,CB,30-271,90,0,0,0,0,4,1,0,0,98,1,0,0
1873,Kieran Trippier ,2,ENG,RB,31-363,90,0,0,0,0,1,0,0,0,120,0,0,2
1874,Nick Pope ,22,ENG,GK,30-151,90,0,0,0,0,0,0,0,0,19,0,0,0
1875,Dominic Solanke ,9,ENG,FW,25-003,89,0,0,0,0,2,1,0,0,21,2,1,2
1876,   Kieffer Moore ,21,WAL,FW,30-040,1,0,0,0,0,0,0,0,0,2,0,0,0
1877,Ryan Christie ,10,SCO,LW,27-207,86,0,0,0,0,3,1,1,0,41,1,3,1
1878,   Jack Stacey ,17,ENG,LW,26-164,4,0,0,0,0,0,0,0,0,5,1,0,0
1879,Marcus Tavernier ,16,ENG,RW,23-179,79,0,0,0,0,2,0,1,0,37,1,0,1
1880,   Jaidon Anthony ,32,ENG,RW,22-290,11,0,0,0,0,1,0,0,0,3,0,0,0
1881,Philip Billing ,29,DEN,AM,26-098,89,1,0,0,0,2,1,0,0,35,3,1,2
1882,   Jack Stephens ,3,ENG,AM,28-233,1,0,0,0,0,0,0,0,0,0,0,0,0
1883,Jefferson Lerma ,8,COL,DM,27-327,90,0,0,0,0,0,0,0,0,38,1,2,2
1884,Lewis Cook ,4,ENG,DM,25-226,90,0,0,0,0,0,0,0,0,36,4,0,2
1885,Jordan Zemura ,33,ZIM,LB,22-307,90,0,1,0,0,0,0,0,0,37,2,0,1
1886,Marcos Senesi ,25,ARG,CB,25-130,90,0,0,0,0,0,0,0,0,42,0,1,1
1887,Chris Mepham ,6,WAL,CB,24-316,90,0,0,0,0,0,0,0,0,30,1,0,1
1888,Adam Smith ,15,ENG,RB,31-141,90,0,0,0,0,0,0,0,0,40,2,0,1
1889,Neto ,13,BRA,GK,33-060,90,0,0,0,0,0,0,0,0,42,0,0,0
1890,Harry Kane ,10,ENG,FW,29-051,90,1,1,0,0,2,1,0,0,40,0,0,0
1891,Richarlison ,9,BRA,AM,25-130,58,0,0,0,0,1,0,0,0,28,0,1,2
1892,   Son Heung-min ,7,KOR,AM,30-071,32,3,0,0,0,4,4,0,0,17,1,0,0
1893,Dejan Kulusevski ,21,SWE,AM,22-145,69,0,1,0,0,2,1,0,0,34,2,0,1
1894,   Yves Bissouma ,38,MLI,AM,26-018,21,0,0,0,0,0,0,0,0,20,0,2,0
1895,Rodrigo Bentancur ,30,URU,CM,25-084,90,1,1,0,0,2,2,0,0,57,3,4,3
1896,Pierre Højbjerg ,5,DEN,CM,27-043,90,0,1,0,0,1,0,0,0,74,1,2,1
1897,Ryan Sessegnon ,19,ENG,WB,22-122,90,0,0,0,0,0,0,0,0,49,0,1,0
1898,Ivan Perišić ,14,CRO,WB,33-227,54,0,1,0,0,1,0,1,0,42,0,0,0
1899,   Emerson ,12,BRA,WB,23-246,36,0,0,0,0,0,0,0,0,31,1,0,0
1900,Clément Lenglet ,34,FRA,CB,27-092,90,0,0,0,0,0,0,0,0,50,1,2,2
1901,Eric Dier ,15,ENG,CB,28-245,90,1,0,0,0,2,2,0,0,58,0,1,0
1902,Davinson Sánchez ,6,COL,CB,26-097,58,0,0,0,0,1,1,0,0,46,4,0,0
1903,   Cristian Romero ,17,ARG,CB,24-143,32,0,0,0,0,0,0,0,0,27,1,1,1
1904,Hugo Lloris ,1,FRA,GK,35-265,90,0,0,0,0,0,0,0,0,49,0,0,0
1905,Patson Daka ,20,ZAM,FW,23-343,73,0,0,0,0,3,2,1,0,30,1,0,0
1906,   Jamie Vardy ,9,ENG,FW,35-249,17,0,0,0,0,0,0,0,0,4,0,0,0
1907,Harvey Barnes ,7,ENG,LM,24-282,90,0,0,0,0,3,0,0,0,44,1,1,2
1908,Kiernan Dewsbury-Hall ,22,ENG,CM,24-011,73,0,0,0,0,1,0,0,0,66,0,0,2
1909,   Kelechi Iheanacho ,14,NGA,CM,25-349,17,0,0,0,0,0,0,0,0,16,0,0,0
1910,Youri Tielemans ,8,BEL,CM,25-133,90,1,0,1,1,2,1,0,0,96,3,1,1
1911,James Maddison ,10,ENG,RM,25-298,90,1,0,0,0,7,3,0,0,70,4,1,0
1912,Wilfred Ndidi ,25,NGA,DM,25-275,84,0,0,0,0,2,0,1,0,56,0,1,2
1913,   Boubakary Soumaré ,42,FRA,DM,23-202,6,0,0,0,0,0,0,0,0,8,1,0,0
1914,James Justin ,2,ENG,LB,24-206,90,0,0,0,0,0,0,0,0,99,1,0,2
1915,Wout Faes ,3,BEL,CB,24-167,90,0,0,0,0,0,0,0,0,95,1,1,1
1916,Jonny Evans ,6,NIR,CB,34-257,90,0,0,0,0,0,0,0,0,95,2,1,1
1917,Timothy Castagne ,27,BEL,RB,26-286,90,0,1,0,0,0,0,0,0,57,2,2,1
1918,Danny Ward ,1,WAL,GK,29-087,90,0,0,0,0,0,0,0,0,29,0,0,0
1919,Ivan Toney ,17,ENG,FW,26-186,90,0,0,0,0,2,0,0,0,32,3,1,0
1920,Bryan Mbeumo ,19,CMR,FW,23-042,75,0,0,0,0,2,1,0,0,24,0,0,1
1921,   Yoane Wissa ,11,COD,FW,26-015,15,0,0,0,0,0,0,0,0,5,1,0,0
1922,Mathias Jensen ,8,DEN,CM,26-260,68,0,0,0,0,0,0,0,0,40,3,0,1
1923,   Shandon Baptiste ,26,GRN,CM,24-163,22,0,0,0,0,0,0,0,0,20,0,0,0
1924,Vitaly Janelt ,27,GER,CM,24-131,62,0,0,0,0,0,0,0,0,26,2,2,0
1925,   Frank Onyeka ,15,NGA,CM,24-260,28,0,0,0,0,0,0,0,0,13,1,0,0
1926,Josh Dasilva ,10,ENG,CM,23-330,62,0,0,0,0,0,0,0,0,20,1,0,1
1927,   Mikkel Damsgaard ,24,DEN,CM,22-077,28,0,0,0,0,1,1,0,0,18,1,1,0
1928,Rico Henry ,3,ENG,WB,25-072,90,0,0,0,0,0,0,0,0,34,3,0,0
1929,Aaron Hickey ,2,SCO,WB,20-100,90,0,0,0,0,0,0,0,0,44,5,2,1
1930,Ben Mee ,16,ENG,CB,32-362,90,0,0,0,0,0,0,0,0,57,0,4,1
1931,Pontus Jansson ,18,SWE,CB,31-217,90,0,0,0,0,0,0,0,0,44,1,1,1
1932,Kristoffer Ajer ,20,NOR,CB,24-154,90,0,0,0,0,0,0,0,0,40,0,1,0
1933,David Raya ,1,ESP,GK,27-003,90,0,0,0,0,0,0,0,0,46,0,0,0
1934,Gabriel Jesus ,9,BRA,FW,25-168,90,1,0,0,0,4,3,1,0,50,2,0,0
1935,Martinelli ,11,BRA,LW,21-092,77,0,0,0,0,1,1,0,0,43,0,1,0
1936,   Eddie Nketiah ,14,ENG,LW,23-111,13,0,0,0,0,0,0,0,0,9,0,0,1
1937,Bukayo Saka ,7,ENG,RW,21-013,89,0,2,0,0,3,1,0,0,56,2,1,0
1938,   Marquinhos ,27,BRA,RM,19-164,1,0,0,0,0,0,0,0,0,3,0,0,0
1939,Granit Xhaka ,34,SUI,LM,29-356,90,0,1,0,0,1,0,1,0,64,0,1,0
1940,Thomas Partey ,5,GHA,CM,29-097,77,0,0,0,0,0,0,0,0,92,1,0,0
1941,   Albert Sambi Lokonga ,23,BEL,LM,22-331,13,0,0,0,0,0,0,0,0,16,1,0,0
1942,Fabio Vieira ,21,POR,RM,22-111,89,1,0,0,0,1,1,0,0,51,1,0,0
1943,   Ethan Nwaneri ,83,ENG,RW,15-181,1,0,0,0,0,0,0,0,0,1,0,0,1
1944,Kieran Tierney ,3,SCO,LB,25-105,90,0,0,0,0,1,0,0,0,67,1,1,0
1945,Gabriel Dos Santos ,6,BRA,CB,24-273,90,0,0,0,0,1,0,0,0,74,1,0,0
1946,William Saliba ,12,FRA,CB,21-178,90,1,0,0,0,1,1,0,0,71,3,0,0
1947,Ben White ,4,ENG,RB,24-345,85,0,0,0,0,0,0,0,0,88,0,2,0
1948,   Takehiro Tomiyasu ,18,JPN,RB,23-317,5,0,0,0,0,0,0,0,0,10,0,0,0
1949,Aaron Ramsdale ,1,ENG,GK,24-127,90,0,0,0,0,0,0,0,0,27,0,0,0
1950,Neal Maupay ,20,FRA,FW,26-035,88,1,0,0,0,2,1,0,0,38,1,0,0
1951,   Salomón Rondón ,33,VEN,FW,33-002,2,0,0,0,0,0,0,0,0,5,0,0,0
1952,Anthony Gordon ,10,ENG,LW,21-206,73,0,0,0,0,0,0,1,0,26,4,0,0
1953,   Dwight McNeil ,7,ENG,"RM,LW",22-300,17,0,0,0,0,0,0,1,0,9,0,0,1
1954,Demarai Gray ,11,ENG,RW,26-082,80,0,0,0,0,1,1,0,0,53,0,0,0
1955,   Abdoulaye Doucouré ,16,MLI,CM,29-260,10,0,0,0,0,0,0,0,0,11,0,0,0
1956,Alex Iwobi ,17,NGA,LM,26-138,90,0,1,0,0,2,0,0,0,72,1,0,2
1957,Idrissa Gana Gueye ,27,SEN,"CM,DM",32-357,90,0,0,0,0,0,0,0,0,70,1,3,2
1958,Amadou Onana ,8,BEL,"RM,CM",21-033,90,0,0,0,0,1,0,0,0,50,3,1,0
1959,Vitaliy Mykolenko ,19,UKR,LB,23-112,90,0,0,0,0,1,0,0,0,74,5,1,4
1960,James Tarkowski ,2,ENG,CB,29-303,90,0,0,0,0,0,0,0,0,67,0,1,6
1961,Conor Coady ,30,ENG,CB,29-205,90,0,0,0,0,0,0,1,0,66,0,3,0
1962,Nathan Patterson ,3,SCO,RB,20-337,90,0,0,0,0,0,0,0,0,65,3,1,2
1963,Asmir Begović ,15,BIH,GK,35-090,90,0,0,0,0,0,0,0,0,33,0,0,0
1964,Michail Antonio ,9,JAM,FW,32-174,69,0,0,0,0,2,1,0,0,15,0,0,0
1965,   Gianluca Scamacca ,7,ITA,FW,23-260,21,0,0,0,0,0,0,1,0,4,0,0,0
1966,Pablo Fornals ,8,ESP,LW,26-208,60,0,0,0,0,0,0,0,0,47,2,2,0
1967,   Saïd Benrahma ,22,ALG,AM,27-039,30,0,0,0,0,1,0,0,0,16,0,0,0
1968,Jarrod Bowen ,20,ENG,RW,25-272,90,0,0,0,0,4,0,0,0,54,2,3,0
1969,Lucas Paquetá ,11,BRA,AM,25-022,60,0,0,0,0,1,1,0,0,29,0,0,0
1970,   Maxwel Cornet ,14,CIV,LW,25-356,30,0,0,0,0,2,1,0,0,17,2,0,0
1971,Declan Rice ,41,ENG,DM,23-247,90,0,0,0,0,0,0,0,0,61,3,1,1
1972,Tomáš Souček ,28,CZE,DM,27-203,90,0,0,0,0,1,0,0,0,47,3,2,1
1973,Aaron Cresswell ,3,ENG,LB,32-277,89,0,0,0,0,1,0,0,0,61,1,0,0
1974,   Emerson Palmieri ,33,ITA,LB,28-046,1,0,0,0,0,0,0,0,0,3,0,0,0
1975,Thilo Kehrer ,24,GER,CB,25-362,90,0,0,0,0,0,0,0,0,47,1,3,0
1976,Kurt Zouma ,4,FRA,CB,27-326,90,0,0,0,0,2,1,0,0,43,0,2,1
1977,Vladimír Coufal ,5,CZE,RB,30-027,90,0,0,0,0,0,0,0,0,75,4,1,2
1978,Łukasz Fabiański ,1,POL,GK,37-153,90,0,0,0,0,0,0,0,0,27,0,0,0
1979,Gabriel Jesus ,9,BRA,FW,25-181,79,1,0,0,0,4,3,0,0,39,2,0,1
1980,   Eddie Nketiah ,14,ENG,FW,23-124,11,0,0,0,0,0,0,0,0,7,0,0,0
1981,Martinelli ,11,BRA,LW,21-105,90,0,1,0,0,3,1,1,0,62,2,0,1
1982,Bukayo Saka ,7,ENG,RW,21-026,90,0,0,0,0,3,1,0,0,51,1,0,1
1983,Granit Xhaka ,34,SUI,LM,30-004,90,1,0,0,0,3,1,0,0,56,0,0,0
1984,Thomas Partey ,5,GHA,CM,29-110,72,1,0,0,0,2,1,0,0,65,1,3,0
1985,   Albert Sambi Lokonga ,23,BEL,LM,22-344,18,0,0,0,0,0,0,0,0,26,0,0,0
1986,Martin Ødegaard ,8,NOR,RM,23-288,79,0,0,0,0,3,1,0,0,47,0,1,0
1987,   Fabio Vieira ,21,POR,RW,22-124,11,0,0,0,0,1,0,0,0,13,0,1,0
1988,Oleksandr Zinchenko ,35,UKR,LB,25-290,72,0,0,0,0,1,0,0,0,68,1,0,0
1989,   Kieran Tierney ,3,SCO,LB,25-118,18,0,0,0,0,1,1,0,0,30,0,0,0
1990,Gabriel Dos Santos ,6,BRA,CB,24-286,90,0,0,0,0,0,0,0,0,71,1,1,1
1991,William Saliba ,12,FRA,CB,21-191,90,0,0,0,0,0,0,1,0,76,3,0,0
1992,Ben White ,4,ENG,RB,24-358,88,0,1,0,0,1,0,0,0,77,3,0,0
1993,   Takehiro Tomiyasu ,18,JPN,RB,23-330,2,0,0,0,0,0,0,0,0,3,0,0,0
