,Player,shirt_number,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks
1994,Aaron Ramsdale ,1,ENG,GK,24-140,90,0,0,0,0,0,0,0,0,24,0,0,0
1995,Harry Kane ,10,ENG,FW,29-065,90,1,0,1,1,2,1,0,0,21,0,0,0
1996,Son Heung-min ,7,KOR,AM,30-085,70,0,0,0,0,0,0,0,0,23,0,0,0
1997,   Matt Doherty ,2,IRL,RB,30-258,20,0,0,0,0,0,0,0,0,9,0,0,1
1998,Richarlison ,9,BRA,AM,25-144,70,0,0,0,0,1,1,0,0,25,1,0,0
1999,   Ryan Sessegnon ,19,ENG,LB,22-136,20,0,0,0,0,0,0,0,0,7,2,0,0
2000,Rodrigo Bentancur ,30,URU,CM,25-098,90,0,0,0,0,0,0,0,0,45,2,2,2
2001,Pierre Højbjerg ,5,DEN,CM,27-057,74,0,0,0,0,2,0,0,0,46,3,1,1
2002,   Oliver Skipp ,4,ENG,CM,22-015,16,0,0,0,0,0,0,0,0,8,2,0,0
2003,Ivan Perišić ,14,CRO,WB,33-241,70,0,0,0,0,1,0,0,0,24,0,0,0
2004,   Yves Bissouma ,38,MLI,CM,26-032,20,0,0,0,0,0,0,0,0,3,0,0,0
2005,Emerson ,12,BRA,WB,23-260,61,0,0,0,0,0,0,0,1,39,1,1,0
2006,Clément Lenglet ,34,FRA,CB,27-106,70,0,0,0,0,0,0,0,0,34,1,0,0
2007,   Davinson Sánchez ,6,COL,CB,26-111,20,0,0,0,0,0,0,0,0,7,0,1,1
2008,Eric Dier ,15,ENG,CB,28-259,90,0,0,0,0,0,0,1,0,55,1,0,0
2009,Cristian Romero ,17,ARG,CB,24-157,90,0,0,0,0,0,0,0,0,52,3,0,3
2010,Hugo Lloris ,1,FRA,GK,35-279,90,0,0,0,0,0,0,0,0,35,0,0,0
2011,Che Adams ,10,SCO,FW,26-080,90,0,1,0,0,3,0,0,0,37,1,0,0
2012,Sekou Mara ,18,FRA,FW,20-063,59,0,0,0,0,3,0,0,0,16,2,0,2
2013,   Adam Armstrong ,9,ENG,FW,25-233,31,0,0,0,0,4,2,0,0,21,1,0,0
2014,Joe Aribo ,7,NGA,LM,26-072,90,1,0,0,0,2,1,0,0,54,5,0,2
2015,Ainsley Maitland-Niles ,3,ENG,CM,25-033,66,0,0,0,0,0,0,1,0,35,3,0,2
2016,   Samuel Edozie ,23,ENG,CM,19-246,24,0,0,0,0,0,0,0,0,8,0,0,0
2017,James Ward-Prowse ,8,ENG,CM,27-334,90,0,0,0,0,2,0,0,0,86,2,1,0
2018,Stuart Armstrong ,17,SCO,RM,30-185,88,0,0,0,0,2,1,1,0,61,3,0,2
2019,   Mohamed Elyounoussi ,24,NOR,RM,28-058,2,0,0,0,0,0,0,0,0,3,0,0,1
2020,Juan Larios ,28,ESP,LB,18-262,59,0,0,0,0,0,0,0,0,42,2,1,1
2021,   Romain Perraud ,15,FRA,LB,25-009,31,0,0,0,0,1,0,0,0,26,0,1,0
2022,Duje Ćaleta-Car ,6,CRO,CB,26-014,90,0,0,0,0,2,1,0,0,74,1,1,1
2023,Armel Bella Kotchap ,37,GER,CB,20-294,90,0,0,0,0,2,0,0,0,63,2,2,3
2024,Kyle Walker-Peters ,2,ENG,RB,25-171,90,0,0,0,0,1,1,0,0,73,0,2,1
2025,Gavin Bazunu ,31,IRL,GK,20-223,90,0,0,0,0,0,0,0,0,39,0,0,0
2026,Neal Maupay ,20,FRA,FW,26-048,88,0,0,0,0,3,1,0,0,32,2,0,0
2027,   Salomón Rondón ,33,VEN,FW,33-015,2,0,0,0,0,1,0,0,0,4,0,0,1
2028,Demarai Gray ,11,ENG,LW,26-095,89,0,0,0,0,4,2,0,0,47,2,1,0
2029,   Abdoulaye Doucouré ,16,MLI,LW,29-273,1,0,0,0,0,0,0,0,0,1,0,0,0
2030,Dwight McNeil ,7,ENG,RW,22-313,73,1,0,0,0,2,1,0,0,43,2,1,1
2031,   Anthony Gordon ,10,ENG,RW,21-219,17,0,0,0,0,0,0,0,0,9,3,0,1
2032,Alex Iwobi ,17,NGA,LM,26-151,90,0,1,0,0,0,0,0,0,60,3,1,1
2033,Idrissa Gana Gueye ,27,SEN,CM,33-005,90,0,0,0,0,0,0,1,0,66,4,2,1
2034,Amadou Onana ,8,BEL,RM,21-046,73,0,1,0,0,1,0,0,0,32,1,0,3
2035,   Tom Davies ,26,ENG,RM,24-093,17,0,0,0,0,0,0,0,0,5,0,0,1
2036,Vitaliy Mykolenko ,19,UKR,LB,23-125,90,0,0,0,0,0,0,0,0,57,5,3,3
2037,James Tarkowski ,2,ENG,CB,29-316,90,0,0,0,0,0,0,0,0,51,1,1,1
2038,Conor Coady ,30,ENG,CB,29-218,90,1,0,0,0,1,1,0,0,43,0,0,1
2039,Séamus Coleman ,23,IRL,RB,33-355,90,0,0,0,0,0,0,0,0,59,0,2,4
2040,Jordan Pickford ,1,ENG,GK,28-208,90,0,0,0,0,0,0,1,0,42,0,0,0
2041,Odsonne Édouard ,22,FRA,FW,24-258,83,1,0,0,0,1,1,1,0,26,2,0,1
2042,   Jean-Philippe Mateta ,14,FRA,FW,25-095,7,0,0,0,0,1,0,0,0,5,1,0,0
2043,Wilfried Zaha ,11,CIV,LW,29-325,90,0,0,0,0,1,1,0,0,50,5,2,1
2044,Jordan Ayew ,9,GHA,RW,31-020,90,0,1,0,0,0,0,0,0,37,1,0,3
2045,Eberechi Eze ,10,ENG,LM,24-094,73,0,0,0,0,4,1,0,0,47,0,0,0
2046,   Jeffrey Schlupp ,15,GHA,LM,29-282,17,0,0,0,0,0,0,0,0,3,0,0,0
2047,Cheick Doucouré ,28,MLI,CM,22-266,83,0,0,0,0,0,0,0,0,28,0,2,1
2048,   Will Hughes ,19,ENG,CM,27-167,7,0,0,0,0,0,0,0,0,5,0,0,0
2049,Michael Olise ,7,FRA,RM,20-293,90,0,0,0,0,0,0,0,0,56,1,1,1
2050,Tyrick Mitchell ,3,ENG,LB,23-030,90,0,0,0,0,0,0,0,0,48,1,0,2
2051,Marc Guéhi ,6,ENG,CB,22-080,90,0,0,0,0,0,0,0,0,58,3,2,3
2052,Joel Ward ,2,ENG,"RB,CB",32-337,90,0,0,0,0,0,0,0,0,44,3,0,1
2053,Nathaniel Clyne ,17,ENG,RB,31-179,42,0,0,0,0,0,0,0,0,14,0,0,0
2054,   James Tomkins ,5,ENG,CB,33-186,48,0,0,0,0,0,0,0,0,30,1,0,0
2055,Vicente Guaita ,13,ESP,GK,35-264,90,0,0,0,0,0,0,0,0,32,0,0,0
2056,Pierre-Emerick Aubameyang ,9,GAB,FW,33-105,74,1,0,0,0,2,1,0,0,29,0,1,0
2057,   Armando Broja ,18,ALB,FW,21-021,16,0,0,0,0,0,0,0,0,1,0,0,0
2058,Raheem Sterling ,17,ENG,"LW,FW",27-297,90,0,0,0,0,3,1,0,0,49,2,0,4
2059,Mason Mount ,19,ENG,"AM,LM",23-264,83,0,0,0,0,3,0,1,0,44,0,0,0
2060,   Christian Pulisic ,10,USA,AM,24-013,7,0,1,0,0,0,0,0,0,6,1,0,0
2061,Kai Havertz ,29,GER,"AM,RW",23-112,75,0,0,0,0,2,0,0,0,31,1,0,0
2062,   Conor Gallagher ,23,ENG,RW,22-237,15,1,0,0,0,1,1,0,0,11,1,0,0
2063,Jorginho ,5,ITA,"DM,CM",30-285,55,0,0,0,0,0,0,0,0,47,1,1,2
2064,   Ruben Loftus-Cheek ,12,ENG,DM,26-251,35,0,0,0,0,0,0,0,0,34,0,0,0
2065,Mateo Kovačić ,8,CRO,"DM,RM",28-148,90,0,0,0,0,0,0,1,0,80,0,1,0
2066,Ben Chilwell ,21,ENG,LB,25-284,90,0,0,0,0,1,0,0,0,87,4,0,0
2067,Thiago Silva ,6,BRA,CB,38-009,90,0,1,0,0,1,0,1,0,133,1,1,1
2068,Wesley Fofana ,33,FRA,CB,21-288,90,0,0,0,0,0,0,0,0,104,0,4,2
2069,Reece James ,24,ENG,RB,22-297,90,0,0,0,0,0,0,0,0,88,4,1,1
2070,Kepa Arrizabalaga ,1,ESP,GK,27-363,90,0,0,0,0,0,0,0,0,26,1,0,0
2071,Roberto Firmino ,9,BRA,FW,30-364,74,2,0,0,0,4,3,0,0,47,0,0,0
2072,   Diogo Jota ,20,POR,FW,25-301,16,0,0,0,0,0,0,0,0,9,1,0,1
2073,Fabio Carvalho ,28,POR,LW,20-032,45,0,0,0,0,0,0,0,0,31,0,1,1
2074,   Luis Díaz ,23,COL,"LW,LM",25-261,45,0,1,0,0,0,0,0,0,33,1,0,2
2075,Mohamed Salah ,11,EGY,"RW,RM",30-108,90,0,1,0,0,5,2,0,0,38,0,0,0
2076,Thiago Alcántara ,6,ESP,LM,31-173,88,0,0,0,0,0,0,0,0,88,3,1,2
2077,   Darwin Núñez ,27,URU,FW,23-099,2,0,0,0,0,1,0,0,0,3,0,0,0
2078,Fabinho ,3,BRA,CM,28-343,90,0,0,0,0,0,0,0,0,69,3,3,1
2079,Jordan Henderson ,14,ENG,RM,32-106,58,0,0,0,0,0,0,0,0,36,0,0,0
2080,   Harvey Elliott ,19,ENG,"RM,CM",19-180,32,0,0,0,0,1,0,0,0,19,0,0,0
2081,Kostas Tsimikas ,21,GRE,LB,26-142,57,0,0,0,0,0,0,0,0,60,1,0,0
2082,   James Milner ,7,ENG,LB,36-270,33,0,0,0,0,0,0,0,0,34,0,0,0
2083,Virgil van Dijk ,4,NED,CB,31-085,90,0,0,0,0,1,1,0,0,75,2,2,1
2084,Joël Matip ,32,CMR,CB,31-054,90,0,0,0,0,0,0,0,0,61,1,1,1
2085,Trent Alexander-Arnold ,66,ENG,RB,23-359,90,0,0,0,0,3,1,1,0,76,2,1,1
2086,Alisson ,1,BRA,GK,29-364,90,0,0,0,0,0,0,0,0,33,0,0,0
2087,Danny Welbeck ,18,ENG,FW,31-309,90,0,1,0,0,2,2,0,0,26,1,0,0
2088,Leandro Trossard ,11,BEL,AM,27-301,86,3,0,0,0,4,4,0,0,36,0,1,2
2089,   Tariq Lamptey ,2,GHA,AM,22-001,4,0,0,0,0,0,0,0,0,1,0,0,0
2090,Pascal Groß ,13,GER,AM,31-108,64,0,0,0,0,0,0,0,0,36,0,0,1
2091,   Kaoru Mitoma ,22,JPN,AM,25-134,26,0,0,0,0,0,0,0,0,19,1,1,0
2092,Moisés Caicedo ,25,ECU,CM,20-333,90,0,0,0,0,0,0,0,0,69,2,1,1
2093,Alexis Mac Allister ,10,ARG,CM,23-281,90,0,0,0,0,0,0,0,0,68,5,2,1
2094,Pervis Estupiñán ,30,ECU,WB,24-253,74,0,0,0,0,0,0,1,0,49,5,2,1
2095,   Adam Lallana ,14,ENG,WB,34-144,16,0,0,0,0,0,0,0,0,9,0,0,0
2096,Solly March ,7,ENG,WB,28-073,90,0,1,0,0,0,0,0,0,46,3,1,0
2097,Adam Webster ,4,ENG,CB,27-270,90,0,0,0,0,0,0,0,0,73,1,3,1
2098,Lewis Dunk ,5,ENG,CB,30-314,90,0,0,0,0,0,0,0,0,86,2,1,0
2099,Joël Veltman ,34,NED,CB,30-259,90,0,0,0,0,0,0,0,0,62,3,2,2
2100,Robert Sánchez ,1,ESP,GK,24-317,90,0,0,0,0,0,0,0,0,50,0,0,0
2101,Aleksandar Mitrović ,9,SRB,FW,28-015,36,0,0,0,0,0,0,1,0,8,0,0,0
2102,   Carlos Vinícius ,30,BRA,FW,27-190,54,0,0,0,0,0,0,0,0,17,0,0,1
2103,Bobby Reid ,14,JAM,"LW,WB",29-241,90,1,0,0,0,1,1,0,0,29,0,0,3
2104,Daniel James ,21,WAL,"RW,WB",24-325,69,0,0,0,0,0,0,0,0,25,1,0,1
2105,   Neeskens Kebano ,7,COD,WB,30-205,21,0,1,0,0,0,0,0,0,17,1,0,2
2106,Andreas Pereira ,18,BRA,"DM,AM",26-273,90,0,0,0,0,1,0,0,0,38,1,0,2
2107,Nathaniel Chalobah ,12,ENG,DM,27-293,7,0,0,0,0,0,0,0,1,4,1,0,0
2108,Harrison Reed ,6,ENG,DM,27-247,90,0,0,0,0,0,0,1,0,44,4,4,1
2109,Layvin Kurzawa ,3,FRA,LB,30-027,44,0,0,0,0,0,0,0,0,23,2,1,0
2110,   Issa Diop ,31,FRA,CB,25-265,46,0,0,0,0,0,0,0,0,29,0,1,1
2111,Tim Ream ,13,USA,CB,34-361,90,0,0,0,0,0,0,0,0,34,0,1,1
2112,Tosin Adarabioyo ,4,ENG,CB,25-007,90,0,0,0,0,0,0,0,0,32,0,0,0
2113,Kevin Mbabu ,27,SUI,RB,27-165,44,0,0,0,0,0,0,0,0,20,0,1,1
2114,   Tom Cairney ,10,SCO,DM,31-254,46,0,0,0,0,1,0,0,0,31,3,0,0
2115,Bernd Leno ,17,GER,GK,30-211,90,0,0,0,0,0,0,0,0,45,0,0,0
2116,Callum Wilson ,9,ENG,FW,30-216,65,1,0,0,0,3,1,0,0,10,0,0,0
2117,   Ryan Fraser ,21,SCO,LW,28-219,25,0,0,0,0,0,0,0,0,22,0,0,0
2118,Jacob Murphy ,23,ENG,"LW,FW",27-219,90,0,0,0,0,3,2,0,0,58,2,0,0
2119,Miguel Almirón ,24,PAR,RW,28-233,90,2,0,0,0,4,2,0,0,54,1,0,1
2120,Joe Willock ,28,ENG,"LM,RM",23-042,90,0,2,0,0,4,2,0,0,70,1,0,2
2121,Bruno Guimarães ,39,BRA,CM,24-319,58,0,1,0,0,0,0,0,0,64,3,0,1
2122,   Elliot Anderson ,32,SCO,"CM,LM",19-329,32,0,0,0,0,1,0,0,0,29,1,1,0
2123,Sean Longstaff ,36,ENG,"RM,CM",24-336,90,1,0,0,0,2,1,0,0,61,3,0,0
2124,Dan Burn ,33,ENG,LB,30-145,82,0,0,0,0,1,1,0,0,74,1,1,2
2125,   Matt Targett ,13,ENG,"RB,LB",27-013,8,0,0,0,0,0,0,0,0,6,0,0,0
2126,Sven Botman ,4,NED,CB,22-262,90,0,0,0,0,1,1,0,0,79,1,1,0
2127,Fabian Schär ,5,SUI,CB,30-285,82,0,0,0,0,0,0,0,0,80,0,0,2
2128,   Jamaal Lascelles ,6,ENG,CB,28-324,8,0,0,0,0,0,0,0,0,10,0,0,1
2129,Kieran Trippier ,2,ENG,RB,32-012,82,0,0,0,0,0,0,0,0,96,2,1,1
2130,   Jamal Lewis ,12,NIR,LB,24-249,8,0,0,0,0,0,0,0,0,13,0,0,0
2131,Nick Pope ,22,ENG,GK,30-165,90,0,0,0,0,0,0,0,0,23,0,0,0
2132,Dominic Solanke ,9,ENG,FW,25-017,90,0,0,0,0,1,0,0,0,30,0,0,0
2133,Kieffer Moore ,21,WAL,FW,30-054,71,0,0,0,0,0,0,0,0,30,0,0,0
2134,   Ryan Christie ,10,SCO,LM,27-221,19,0,0,0,0,0,0,0,0,13,0,0,0
2135,Philip Billing ,29,DEN,"LM,FW",26-112,90,0,0,0,0,1,0,0,0,40,2,0,0
2136,Jefferson Lerma ,8,COL,CM,27-341,90,0,0,0,0,3,0,1,0,79,1,2,0
2137,Lewis Cook ,4,ENG,CM,25-240,90,0,0,0,0,0,0,0,0,33,1,0,0
2138,Marcus Tavernier ,16,ENG,RM,23-193,90,0,0,0,0,2,0,0,0,50,1,0,0
2139,Jordan Zemura ,33,ZIM,LB,22-321,90,0,0,0,0,0,0,0,0,41,3,2,1
2140,Marcos Senesi ,25,ARG,CB,25-144,90,0,0,0,0,0,0,0,0,57,2,3,1
2141,Chris Mepham ,6,WAL,CB,24-330,90,0,0,0,0,0,0,0,0,41,2,1,4
2142,Adam Smith ,15,ENG,RB,31-155,90,0,0,0,0,0,0,0,0,59,2,1,3
2143,Neto ,13,BRA,GK,33-074,90,0,0,0,0,0,0,0,0,37,0,0,0
2144,Ivan Toney ,17,ENG,FW,26-199,90,0,0,0,0,6,1,1,0,33,0,0,1
2145,Mikkel Damsgaard ,24,DEN,LW,22-090,60,0,0,0,0,2,2,0,0,32,1,0,1
2146,   Josh Dasilva ,10,ENG,"RW,LW",23-343,30,0,0,0,0,0,0,0,0,21,0,0,0
2147,Bryan Mbeumo ,19,CMR,RW,23-055,60,0,0,0,0,1,0,0,0,33,1,0,1
2148,   Yoane Wissa ,11,COD,"LW,RW",26-028,30,0,0,0,0,1,0,0,0,8,0,0,0
2149,Mathias Jensen ,8,DEN,LM,26-273,90,0,0,0,0,0,0,0,0,81,4,1,2
2150,Vitaly Janelt ,27,GER,CM,24-144,90,0,0,0,0,0,0,0,0,56,3,0,1
2151,Shandon Baptiste ,26,GRN,RM,24-176,83,0,0,0,0,0,0,0,0,56,1,0,1
2152,   Frank Onyeka ,15,NGA,RM,24-273,7,0,0,0,0,0,0,0,0,2,0,0,0
2153,Rico Henry ,3,ENG,LB,25-085,90,0,0,0,0,0,0,0,0,41,5,1,0
2154,Ben Mee ,16,ENG,CB,33-010,90,0,0,0,0,1,1,0,0,83,3,1,2
2155,Pontus Jansson ,18,SWE,CB,31-230,64,0,0,0,0,1,0,0,0,58,0,3,1
2156,   Mathias Jørgensen ,13,DEN,CB,32-161,26,0,0,0,0,0,0,0,0,34,1,0,0
2157,Kristoffer Ajer ,20,NOR,RB,24-167,60,0,0,0,0,1,0,0,0,54,1,0,0
2158,   Aaron Hickey ,2,SCO,RB,20-113,30,0,0,0,0,0,0,1,0,33,0,1,0
2159,David Raya ,1,ESP,GK,27-016,90,0,0,0,0,0,0,0,0,50,0,0,0
2160,Gianluca Scamacca ,7,ITA,FW,23-273,65,1,0,0,0,2,1,0,0,20,0,0,0
2161,   Michail Antonio ,9,JAM,FW,32-187,25,0,0,0,0,3,1,0,0,18,0,0,0
2162,Maxwel Cornet ,14,CIV,LW,26-004,33,0,0,0,0,1,0,0,0,9,1,0,0
2163,   Pablo Fornals ,8,ESP,"LW,AM",26-221,57,0,0,0,0,4,1,0,0,34,2,0,1
2164,Jarrod Bowen ,20,ENG,RW,25-285,90,1,0,0,0,4,2,0,0,40,2,1,3
2165,Lucas Paquetá ,11,BRA,AM,25-035,73,0,0,0,0,1,0,0,0,55,2,2,2
2166,   Emerson Palmieri ,33,ITA,LW,28-059,17,0,0,0,0,1,0,0,0,11,0,0,0
2167,Declan Rice ,41,ENG,DM,23-260,90,0,0,0,0,1,0,1,0,66,2,2,1
2168,Tomáš Souček ,28,CZE,DM,27-216,90,0,0,0,0,0,0,0,0,56,5,0,4
2169,Aaron Cresswell ,3,ENG,LB,32-290,90,0,0,0,0,0,0,1,0,48,3,2,0
2170,Kurt Zouma ,4,FRA,CB,27-339,90,0,0,0,0,0,0,0,0,40,0,0,1
2171,Craig Dawson ,15,ENG,CB,32-148,90,0,0,0,0,0,0,0,0,28,1,0,1
2172,Thilo Kehrer ,24,GER,RB,26-010,90,0,0,0,0,1,0,0,0,45,4,1,0
2173,Łukasz Fabiański ,1,POL,GK,37-166,90,0,0,0,0,0,0,0,0,38,0,0,0
2174,Gonçalo Guedes ,17,POR,FW,25-306,57,0,0,0,0,1,0,0,0,27,0,0,0
2175,   Diego Costa ,29,ESP,FW,33-359,33,0,0,0,0,1,0,0,0,15,0,0,0
2176,Pedro Neto ,7,POR,AM,22-206,23,0,0,0,0,0,0,0,0,6,0,0,0
2177,   Adama Traoré ,37,ESP,AM,26-249,67,0,0,0,0,2,0,0,0,37,2,0,0
2178,Daniel Podence ,10,POR,AM,26-345,90,0,0,0,0,4,3,0,0,38,1,0,0
2179,Matheus Nunes ,27,POR,CM,24-035,71,0,0,0,0,2,0,0,0,55,3,0,1
2180,   Chem Campbell ,77,WAL,CM,19-275,19,0,0,0,0,1,0,0,0,13,0,0,0
2181,João Moutinho ,28,POR,CM,36-023,90,0,0,0,0,0,0,1,0,86,1,1,0
2182,Rayan Aït Nouri ,3,ALG,WB,21-117,90,0,0,0,0,1,0,0,0,78,1,0,0
2183,Nélson Semedo ,22,POR,WB,28-319,72,0,0,0,0,0,0,0,0,46,0,0,3
2184,   Boubacar Traoré ,6,MLI,WB,21-042,18,0,0,0,0,0,0,0,0,18,1,1,1
2185,Max Kilman ,23,ENG,CB,25-131,90,0,0,0,0,0,0,0,0,83,1,3,5
2186,Rúben Neves ,8,POR,CB,25-202,90,0,0,0,0,2,0,1,0,101,1,1,2
2187,Jonny Castro ,19,ESP,CB,28-212,90,0,0,0,0,1,1,0,0,102,1,2,1
2188,José Sá ,1,POR,GK,29-257,90,0,0,0,0,0,0,0,0,21,0,0,0
2189,Erling Haaland ,9,NOR,FW,22-073,90,3,2,0,0,6,3,0,0,32,0,1,0
2190,Jack Grealish ,10,ENG,LW,27-022,74,0,0,0,0,1,0,0,0,41,0,1,0
2191,   Cole Palmer ,80,ENG,LM,20-149,16,0,0,0,0,0,0,0,0,10,1,0,0
2192,Phil Foden ,47,ENG,RW,22-127,74,3,0,0,0,6,4,0,0,35,1,1,1
2193,   Riyad Mahrez ,26,ALG,RM,31-223,16,0,0,0,0,0,0,0,0,8,1,1,0
2194,Bernardo Silva ,20,POR,"LM,CM",28-053,90,0,1,0,0,2,0,0,0,66,3,0,2
2195,İlkay Gündoğan ,8,GER,CM,31-343,74,0,0,0,0,2,0,0,0,39,1,1,1
2196,   Aymeric Laporte ,14,ESP,CB,28-128,16,0,0,0,0,1,0,0,0,21,0,0,0
2197,Kevin De Bruyne ,17,BEL,RM,31-096,74,0,2,0,0,3,2,0,0,39,0,0,1
2198,   Julián Álvarez ,19,ARG,FW,22-244,16,0,0,0,0,0,0,0,0,11,1,0,2
2199,João Cancelo ,7,POR,"RB,LB",28-128,90,0,0,0,0,0,0,0,0,78,3,5,0
2200,Nathan Aké ,6,NED,"CB,LB",27-226,90,0,0,0,0,0,0,0,0,69,0,0,1
2201,Manuel Akanji ,25,SUI,CB,27-075,90,0,0,0,0,1,0,0,0,79,2,0,1
2202,Kyle Walker ,2,ENG,RB,32-127,40,0,0,0,0,0,0,0,0,28,0,0,0
2203,   Sergio Gómez ,21,ESP,"LB,CM",22-028,50,0,1,0,0,0,0,0,0,32,1,1,1
2204,Ederson ,31,BRA,GK,29-046,90,0,0,0,0,0,0,0,0,75,0,0,0
2205,Marcus Rashford ,10,ENG,FW,24-336,58,0,0,0,0,0,0,0,0,11,0,0,0
2206,   Anthony Martial ,9,FRA,FW,26-301,32,2,0,1,1,1,1,0,0,11,0,0,0
2207,Jadon Sancho ,25,ENG,LW,22-191,69,0,0,0,0,0,0,0,0,36,0,1,0
2208,   Fred ,17,BRA,DM,29-211,21,0,0,0,0,1,1,0,0,15,1,0,0
2209,Antony ,21,BRA,RW,22-220,90,1,0,0,0,5,2,0,0,53,2,1,2
2210,Bruno Fernandes ,8,POR,"AM,LW",28-024,90,0,0,0,0,2,1,1,0,52,1,0,2
2211,Christian Eriksen ,14,DEN,"DM,AM",30-230,90,0,1,0,0,1,1,0,0,49,1,0,1
2212,Scott McTominay ,39,SCO,DM,25-298,58,0,0,0,0,0,0,0,0,37,4,1,1
2213,   Casemiro ,18,BRA,DM,30-221,32,0,0,0,0,1,1,0,0,29,1,1,1
2214,Tyrell Malacia ,12,NED,LB,23-046,45,0,0,0,0,0,0,1,0,20,1,0,0
2215,   Luke Shaw ,23,ENG,LB,27-082,45,0,0,0,0,0,0,0,0,37,1,0,0
2216,Lisandro Martínez ,6,ARG,CB,24-257,90,0,0,0,0,0,0,0,0,77,1,2,1
2217,Raphaël Varane ,19,FRA,CB,29-160,39,0,0,0,0,0,0,0,0,19,0,0,1
2218,   Victor Lindelöf ,2,SWE,CB,28-077,51,0,0,0,0,0,0,0,0,44,1,0,1
2219,Diogo Dalot ,20,POR,RB,23-198,90,0,0,0,0,0,0,1,0,62,0,1,4
2220,David de Gea ,1,ESP,GK,31-329,90,0,0,0,0,0,0,0,0,35,0,0,0
2221,Rodrigo ,19,ESP,FW,31-210,67,0,0,0,0,3,0,1,0,24,0,0,0
2222,   Patrick Bamford ,9,ENG,FW,29-027,23,0,0,0,0,1,1,0,0,4,0,0,0
2223,Luis Sinisterra ,23,COL,LW,23-107,47,0,0,0,0,0,0,2,1,24,2,0,0
2224,Jack Harrison ,11,ENG,"RW,CM",25-316,78,0,0,0,0,0,0,0,0,30,1,0,2
2225,   Crysencio Summerville ,10,NED,CM,20-337,12,0,0,0,0,0,0,0,0,6,0,0,1
2226,Brenden Aaronson ,7,USA,"AM,CM",21-345,78,0,0,0,0,0,0,0,0,25,0,0,0
2227,   Mateusz Klich ,43,POL,CM,32-111,12,0,0,0,0,1,0,0,0,8,0,0,0
2228,Marc Roca ,8,ESP,DM,25-310,57,0,0,0,0,0,0,1,0,44,2,0,1
2229,   Junior Firpo ,3,ESP,LB,26-041,33,0,0,0,0,0,0,0,0,19,2,0,1
2230,Tyler Adams ,12,USA,"DM,CM",23-230,90,0,0,0,0,0,0,0,0,54,1,1,5
2231,Pascal Struijk ,21,NED,"LB,CB",23-052,90,0,0,0,0,0,0,0,0,52,1,2,0
2232,Liam Cooper ,6,SCO,CB,31-033,90,0,0,0,0,1,0,0,0,61,0,0,0
2233,Robin Koch ,5,GER,CB,26-077,90,0,0,0,0,0,0,1,0,58,0,1,1
2234,Rasmus Nissen ,25,DEN,RB,25-083,67,0,0,0,0,0,0,0,0,56,2,2,0
2235,   Luke Ayling ,2,ENG,RB,31-038,23,0,0,0,0,0,0,0,0,4,1,0,1
2236,Illan Meslier ,1,FRA,GK,22-214,90,0,0,0,0,0,0,0,0,41,0,0,0
2237,Ollie Watkins ,11,ENG,FW,26-276,90,0,0,0,0,6,3,0,0,26,0,0,0
2238,Philippe Coutinho ,23,BRA,LW,30-112,90,0,0,0,0,4,2,0,0,57,1,0,0
2239,Leon Bailey ,31,JAM,RW,25-054,63,0,0,0,0,1,1,1,0,22,0,0,0
2240,   Emi Buendía ,10,ARG,RW,25-281,27,0,0,0,0,1,0,0,0,27,0,0,0
2241,John McGinn ,7,SCO,LM,27-349,90,0,0,0,0,3,0,0,0,57,4,2,2
2242,Douglas Luiz ,6,BRA,CM,24-146,90,0,0,0,0,0,0,0,0,75,2,3,1
2243,Jacob Ramsey ,41,ENG,RM,21-127,81,0,0,0,0,2,0,0,0,42,3,2,1
2244,   Danny Ings ,9,ENG,RM,30-071,9,0,0,0,0,0,0,0,0,1,0,0,0
2245,Ludwig Augustinsson ,17,SWE,LB,28-164,44,0,0,0,0,0,0,1,0,23,1,0,0
2246,   Jan Bednarek ,20,POL,CB,26-173,46,0,0,0,0,0,0,0,0,44,2,1,0
2247,Tyrone Mings ,5,ENG,CB,29-203,90,0,0,0,0,1,0,0,0,63,1,1,0
2248,Ezri Konsa ,4,ENG,"CB,RB",24-344,90,0,0,0,0,1,0,0,0,73,1,0,2
2249,Ashley Young ,18,ENG,"RB,LB",37-085,90,0,0,0,0,0,0,0,0,73,1,1,0
2250,Emiliano Martínez ,1,ARG,GK,30-030,90,0,0,0,0,0,0,0,0,39,0,0,0
2251,Jamie Vardy ,9,ENG,FW,35-265,61,0,1,0,0,4,2,0,0,14,0,0,1
2252,   Patson Daka ,20,ZAM,FW,23-359,29,1,0,0,0,1,1,0,0,13,0,0,0
2253,Harvey Barnes ,7,ENG,LM,24-298,90,1,0,0,0,4,2,0,0,43,1,0,3
2254,Kiernan Dewsbury-Hall ,22,ENG,CM,24-027,90,0,0,0,0,3,0,0,0,63,2,3,1
2255,Youri Tielemans ,8,BEL,CM,25-149,79,0,0,0,0,0,0,0,0,74,0,0,2
2256,   Dennis Praet ,26,BEL,CM,28-142,11,0,0,0,0,0,0,0,0,5,0,0,1
2257,James Maddison ,10,ENG,RM,25-314,84,2,1,0,0,3,2,1,0,69,2,2,0
2258,   Marc Albrighton ,11,ENG,RM,32-319,6,0,0,0,0,0,0,0,0,6,1,0,0
